iata,icao,name,city,country,timezone,utc_offset_hours,dst,openflights_id
DJO,DIDL,Daloa Airport,Daloa,Cote d'Ivoire,Africa/Abidjan,0,N,255
DKI,YDKI,Dunk Island Airport,Dunk Island,Australia,Australia/Brisbane,10,U,7572
DKK,KDKK,Chautauqua County-Dunkirk Airport,Dunkirk,United States,America/New_York,-5,A,8545
DKR,GOOY,Léopold Sédar Senghor International Airport,Dakar,Senegal,Africa/Dakar,0,N,1084
DKS,UODD,Dikson Airport,Dikson,Russia,Asia/Krasnoyarsk,7,N,8695
DLA,FKKD,Douala International Airport,Douala,Cameroon,Africa/Douala,1,N,897
DLC,ZYTL,Zhoushuizi Airport,Dalian,China,Asia/Shanghai,8,U,3404
DLD,ENDI,Geilo Airport Dagali,Geilo,Norway,Europe/Oslo,1,E,639
DLE,LFGJ,Dole-Tavaux Airport,Dole,France,Europe/Paris,1,E,1309
DLF,KDLF,DLF Airport,Del Rio,United States,America/Chicago,-6,A,3483
DLG,PADL,Dillingham Airport,Dillingham,United States,America/Anchorage,-9,A,3460
DLH,KDLH,Duluth International Airport,Duluth,United States,America/Chicago,-6,A,3598
DLI,VVDL,Lien Khuong Airport,Dalat,Vietnam,Asia/Saigon,7,U,4153
DLM,LTBS,Dalaman International Airport,Dalaman,Turkey,Europe/Istanbul,3,E,1715
DLS,KDLS,Columbia Gorge Regional the Dalles Municipal Airport,The Dalles,United States,America/Los_Angeles,-8,A,8142
DLU,ZPDL,Dali Airport,Dali,China,Asia/Shanghai,8,U,4054
DLY,NVVD,Dillon's Bay Airport,Dillon's Bay,Vanuatu,Pacific/Efate,11,U,5916
DLZ,ZMDZ,Dalanzadgad Airport,Dalanzadgad,Mongolia,Asia/Ulaanbaatar,8,U,6372
DMA,KDMA,Davis Monthan Air Force Base,Tucson,United States,America/Phoenix,-7,A,3562
DMB,UADD,Taraz Airport,Dzhambul,Kazakhstan,Asia/Qyzylorda,6,U,2911
DMD,YDMG,Doomadgee Airport,Doomadgee,Australia,Australia/Brisbane,10,O,6262
DME,UUDD,Domodedovo International Airport,Moscow,Russia,Europe/Moscow,3,N,4029
DMK,VTBD,Don Mueang International Airport,Bangkok,Thailand,Asia/Bangkok,7,U,3157
DMM,OEDF,King Fahd International Airport,Dammam,Saudi Arabia,Asia/Riyadh,3,U,2064
DMT,SWDM,Diamantino Airport,Diamantino,Brazil,America/Campo_Grande,-4,S,7406
DMU,VEMR,Dimapur Airport,Dimapur,India,Asia/Calcutta,5.5,N,6174
DNA,RODN,Kadena Air Base,Kadena,Japan,Asia/Tokyo,9,U,2386
DND,EGPN,Dundee Airport,Dundee,United Kingdom,Europe/London,0,E,540
DNH,ZLDH,Dunhuang Airport,Dunhuang,China,Asia/Shanghai,8,U,4308
DNK,UKDD,Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,Europe/Kiev,2,E,2941
DNL,KDNL,Daniel Field,Augusta,United States,America/New_York,-5,A,8318
DNN,KDNN,Dalton Municipal Airport,Dalton,United States,America/New_York,-5,A,8299
DNP,VNDG,Tulsipur Airport,Dang,Nepal,Asia/Katmandu,5.75,N,4178
DNR,LFRD,Dinard-Pleurtuit-Saint-Malo Airport,Dinard,France,Europe/Paris,1,E,1405
DNV,KDNV,Vermilion Regional Airport,Danville,United States,America/Chicago,-6,A,9191
DNZ,LTAY,Çardak Airport,Denizli,Turkey,Europe/Istanbul,3,E,1699
DOD,HTDO,Dodoma Airport,Dodoma,Tanzania,Africa/Dar_es_Salaam,3,U,1178
DOG,HSDN,Dongola Airport,Dongola,Sudan,Africa/Khartoum,3,U,1167
DOK,UKCC,Donetsk International Airport,Donetsk,Ukraine,Europe/Kiev,2,E,2940
DOL,LFRG,Deauville-Saint-Gatien Airport,Deauville,France,Europe/Paris,1,E,1408
DOM,TDPD,Douglas-Charles Airport,Dominica,Dominica,America/Dominica,-4,U,2877
DOP,VNDP,Dolpa Airport,Dolpa,Nepal,Asia/Katmandu,5.75,N,4186
DOU,SSDO,Dourados Airport,Dourados,Brazil,America/Campo_Grande,-4,S,7380
DOV,KDOV,Dover Air Force Base,Dover,United States,America/New_York,-5,A,3487
DOY,ZSDY,Dongying Shengli Airport,Dongying,China,Asia/Shanghai,8,U,4145
DPA,KDPA,Dupage Airport,West Chicago,United States,America/Chicago,-6,A,3699
DPL,RPMG,Dipolog Airport,Dipolog,Philippines,Asia/Manila,8,N,4201
DPO,YDPO,Devonport Airport,Devonport,Australia,Australia/Melbourne,10,O,6264
DPS,WADD,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,Asia/Makassar,8,N,3940
DQA,ZYDQ,Saertu Airport,Daqing,China,Asia/Shanghai,8,N,9845
DRB,YDBY,Derby Airport,Derby,Australia,Australia/Perth,8,U,7569
DRE,KDRM,Drummond Island Airport,Drummond Island,United States,America/New_York,-5,A,8644
DRG,PADE,Deering Airport,Deering,United States,America/Anchorage,-9,A,6755
DRI,KDRI,Beauregard Regional Airport,Deridder,United States,America/Chicago,-6,A,3786
DRJ,SMDA,Drietabbetje Airport,Drietabbetje,Suriname,America/Paramaribo,-3,U,7330
DRK,MRDK,Drake Bay Airport,Puntarenas,Costa Rica,America/Costa_Rica,-6,N,6945
DRO,KDRO,Durango La Plata County Airport,Durango,United States,America/Denver,-7,A,3713
DRS,EDDC,Dresden Airport,Dresden,Germany,Europe/Berlin,1,E,338
DRT,KDRT,Del Rio International Airport,Del Rio,United States,America/Chicago,-6,A,3792
DRW,YPDN,Darwin International Airport,Darwin,Australia,Australia/Darwin,9.5,N,3999
DSA,EGCN,Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,Europe/London,0,E,5562
DSD,TFFA,La Désirade Airport,Grande Anse,Guadeloupe,America/Guadeloupe,-4,U,6075
DSE,HADC,Combolcha Airport,Dessie,Ethiopia,Africa/Addis_Ababa,3,U,5678
DSI,KDTS,Destin Executive Airport,Destin,United States,America/Chicago,-6,A,7514
DSK,OPDI,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,Asia/Karachi,5,N,5943
DSM,KDSM,Des Moines International Airport,Des Moines,United States,America/Chicago,-6,A,3729
DSN,ZBDS,Ordos Ejin Horo Airport,Dongsheng,China,Asia/Shanghai,8,N,6434
DSO,ZKSD,Sondok Airport,Hamhung,North Korea,Asia/Pyongyang,8.5,U,8785
DTA,KDTA,Delta Municipal Airport,Delta,United States,America/Denver,-7,A,7581
DTB,WIMN,Silangit Airport,Siborong-Borong,Indonesia,Asia/Jakarta,7,N,9874
DTD,WALJ,Datadawai Airport,Datadawai-Borneo Island,Indonesia,Asia/Makassar,8,N,6208
DTE,RPUD,Daet Airport,Daet,Philippines,Asia/Manila,8,N,2406
DTI,SNDT,Diamantina Airport,Diamantina,Brazil,America/Sao_Paulo,-3,S,8254
DTM,EDLW,Dortmund Airport,Dortmund,Germany,Europe/Berlin,1,E,373
DTN,KDTN,Shreveport Downtown Airport,Shreveport,United States,America/Chicago,-6,A,9782
DTW,KDTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,America/New_York,-5,A,3645
DUB,EIDW,Dublin Airport,Dublin,Ireland,Europe/Dublin,0,E,599
DUC,KDUC,Halliburton Field,Duncan,United States,America/Chicago,-6,A,7880
DUD,NZDN,Dunedin Airport,Dunedin,New Zealand,Pacific/Auckland,12,Z,2011
DUE,FNDU,Dundo Airport,Dundo,Angola,Africa/Luanda,1,N,5631
DUG,KDUG,Bisbee Douglas International Airport,Douglas,United States,America/Phoenix,-7,A,3474
DUJ,KDUJ,DuBois Regional Airport,Du Bois,United States,America/New_York,-5,A,5734
DUM,WIBD,Pinang Kampai Airport,Dumai,Indonesia,Asia/Jakarta,7,N,3274
DUR,FALE,King Shaka International Airport,Durban,South Africa,Africa/Johannesburg,2,U,799
DUS,EDDL,Düsseldorf Airport,Duesseldorf,Germany,Europe/Berlin,1,E,345
DUT,PADU,Unalaska Airport,Unalaska,United States,America/Anchorage,-9,A,3860
DVL,KDVL,Devils Lake Regional Airport,Devils Lake,United States,America/Chicago,-6,A,7063
DVO,RPMD,Francisco Bangoy International Airport,Davao,Philippines,Asia/Manila,8,N,4090
DVT,KDVT,Phoenix Deer Valley Airport,Phoenix ,United States,America/Phoenix,-7,A,8030
DWB,FMNO,Soalala Airport,Soalala,Madagascar,Indian/Antananarivo,3,U,5625
DWC,OMDW,Al Maktoum International Airport,Dubai,United Arab Emirates,Asia/Dubai,4,U,8076
DWH,KDWH,David Wayne Hooks Memorial Airport,Houston,United States,America/Chicago,-6,A,4065
DXB,OMDB,Dubai International Airport,Dubai,United Arab Emirates,Asia/Dubai,4,U,2188
DXR,KDXR,Danbury Municipal Airport,Danbury,United States,America/New_York,-5,A,8286
DYG,ZGDY,Dayong Airport,Dayong,China,Asia/Shanghai,8,U,6353
DYL,KDYL,Doylestown Airport,Doylestown,United States,America/New_York,-5,A,9763
DYR,UHMA,Ugolny Airport,Anadyr,Russia,Asia/Anadyr,12,N,6098
DYS,KDYS,Dyess Air Force Base,Abilene,United States,America/Chicago,-6,A,3695
DYU,UTDD,Dushanbe Airport,Dushanbe,Tajikistan,Asia/Dushanbe,5,U,2979
DZA,FMCZ,Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,Indian/Mayotte,3,U,915
DZN,UAKD,Zhezkazgan Airport,Zhezkazgan,Kazakhstan,Asia/Qyzylorda,6,U,6085
DZO,SUDU,Santa Bernardina International Airport,Durazno,Uruguay,America/Montevideo,-3,S,2814
EAA,PAEG,Eagle Airport,Eagle,United States,America/Anchorage,-9,A,7106
EAE,NVSE,Siwo Airport,Sangafa,Vanuatu,Pacific/Efate,11,U,5896
EAM,OENG,Nejran Airport,Nejran,Saudi Arabia,Asia/Riyadh,3,U,2075
EAS,LESO,San Sebastian Airport,San Sebastian,Spain,Europe/Madrid,1,E,1242
EAT,KEAT,Pangborn Memorial Airport,Wenatchee,United States,America/Los_Angeles,-8,A,6916
EAU,KEAU,Chippewa Valley Regional Airport,Eau Claire,United States,America/Chicago,-6,A,5735
EBA,LIRJ,Marina Di Campo Airport,Marina Di Campo,Italy,Europe/Rome,1,E,1558
EBB,HUEN,Entebbe International Airport,Entebbe,Uganda,Africa/Kampala,3,U,1187
EBD,HSOB,El Obeid Airport,El Obeid,Sudan,Africa/Khartoum,3,U,1172
EBG,SKEB,El Bagre Airport,El Bagre,Colombia,America/Bogota,-5,U,7360
EBJ,EKEB,Esbjerg Airport,Esbjerg,Denmark,Europe/Copenhagen,1,E,610
EBL,ORER,Erbil International Airport,Erbil,Iraq,Asia/Baghdad,3,U,3989
EBM,DTTR,El Borma Airport,El Borma,Tunisia,Africa/Tunis,1,E,294
EBU,LFMH,Saint-Étienne-Bouthéon Airport,St-Etienne,France,Europe/Paris,1,E,1350
ECA,K6D9,Iosco County Airport,East Tawas,United States,America/New_York,-5,A,8833
ECG,KECG,Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,United States,America/New_York,-5,A,3526
ECN,LCEN,Ercan International Airport,Nicosia,Cyprus,Asia/Nicosia,2,E,5780
ECP,KECP,Northwest Florida Beaches International Airport,Panama City,United States,America/Chicago,-6,A,7669
EDF,PAED,Elmendorf Air Force Base,Anchorage,United States,America/Anchorage,-9,A,3692
EDI,EGPH,Edinburgh Airport,Edinburgh,United Kingdom,Europe/London,0,E,535
EDL,HKEL,Eldoret International Airport,Eldoret,Kenya,Africa/Nairobi,3,U,1138
EDM,LFRI,La Roche-sur-Yon Airport,La Roche-sur-yon,France,Europe/Paris,1,E,1410
EDO,LTFD,Balıkesir Körfez Airport,Balikesir Korfez,Turkey,Europe/Istanbul,3,E,5802
EDR,YPMP,Pormpuraaw Airport,Pormpuraaw,Australia,Australia/Brisbane,10,O,6319
EDW,KEDW,Edwards Air Force Base,Edwards Afb,United States,America/Los_Angeles,-8,A,3512
EEK,PAEE,Eek Airport,Eek,United States,America/Anchorage,-9,A,7093
EEN,KEEN,Dillant Hopkins Airport,Keene,United States,America/New_York,-5,A,8888
EFD,KEFD,Ellington Airport,Houston,United States,America/Chicago,-6,A,3572
EFL,LGKF,Kefallinia Airport,Keffallinia,Greece,Europe/Athens,2,E,1455
EGC,LFBE,Bergerac-Roumanière Airport,Bergerac,France,Europe/Paris,1,E,1265
EGE,KEGE,Eagle County Regional Airport,Vail,United States,America/Denver,-7,A,4250
EGH,HEGR,El Gora Airport,El Gorah,Egypt,Africa/Cairo,2,U,1131
EGM,AGGS,Sege Airport,Sege,Solomon Islands,Pacific/Guadalcanal,11,U,6758
EGN,HSGN,Geneina Airport,Geneina,Sudan,Africa/Khartoum,3,U,6768
EGO,UUOB,Belgorod International Airport,Belgorod,Russia,Europe/Moscow,3,N,6156
EGS,BIEG,Egilsstaðir Airport,Egilsstadir,Iceland,Atlantic/Reykjavik,0,N,12
EGV,KEGV,Eagle River Union Airport,Eagle River,United States,America/Chicago,-6,A,7019
EGX,PAII,Egegik Airport,Egegik,United States,America/Anchorage,-9,A,7154
EHL,SAVB,El Bolson Airport,El Bolson,Argentina,America/Argentina/Salta,-3,N,2486
EHM,PAEH,Cape Newenham LRRS Airport,Cape Newenham,United States,America/Anchorage,-9,A,3427
EIB,EDGE,Eisenach-Kindel Airport,Eisenach,Germany,Europe/Berlin,1,E,360
EIE,UNII,Yeniseysk Airport,Yeniseysk,Russia,Asia/Krasnoyarsk,7,N,6117
EIK,URKE,Yeysk Airport,Eysk,Russia,Europe/Moscow,3,N,10156
EIL,PAEI,Eielson Air Force Base,Fairbanks,United States,America/Anchorage,-9,A,3649
EIN,EHEH,Eindhoven Airport,Eindhoven,Netherlands,Europe/Amsterdam,1,E,585
EIS,TUPJ,Terrance B. Lettsome International Airport,Tortola,British Virgin Islands,America/Tortola,-4,U,2903
EIY,LLEY,Ein Yahav Airfield,Eyn-yahav,Israel,Asia/Jerusalem,2,E,1595
EJA,SKEJ,Yariguíes Airport,Barrancabermeja,Colombia,America/Bogota,-5,U,2718
EJH,OEWJ,Al Wajh Domestic Airport,Wejh,Saudi Arabia,Asia/Riyadh,3,U,2095
EKB,UASB,Ekibastuz Airport,Ekibastuz,Kazakhstan,Asia/Qyzylorda,6,N,9156
EKN,KEKN,Elkins-Randolph Co-Jennings Randolph Field,Elkins,United States,America/New_York,-5,A,3779
EKO,KEKO,Elko Regional Airport,Elko,United States,America/Los_Angeles,-8,A,5736
EKT,ESSU,Eskilstuna Airport,Eskilstuna,Sweden,Europe/Stockholm,1,E,745
ELB,SKBC,Las Flores Airport,El Banco,Colombia,America/Bogota,-5,U,2707
ELC,YELD,Elcho Island Airport,Elcho Island,Australia,Australia/Darwin,9.5,O,6265
ELD,KELD,South Arkansas Regional At Goodwin Field,El Dorado,United States,America/Chicago,-6,A,3696
ELF,HSFS,El Fasher Airport,El Fasher,Sudan,Africa/Khartoum,3,U,1169
ELG,DAUE,El Golea Airport,El Golea,Algeria,Africa/Algiers,1,N,236
ELH,MYEH,North Eleuthera Airport,North Eleuthera,Bahamas,America/Nassau,-5,U,1943
ELI,PFEL,Elim Airport,Elim,United States,America/Anchorage,-9,A,7184
ELM,KELM,Elmira Corning Regional Airport,Elmira,United States,America/New_York,-5,A,3946
ELO,SATD,El Dorado Airport,El Dorado,Argentina,America/Cordoba,-3,N,2481
ELP,KELP,El Paso International Airport,El Paso,United States,America/Denver,-7,A,3559
ELQ,OEGS,Gassim Airport,Gassim,Saudi Arabia,Asia/Riyadh,3,U,2067
ELS,FAEL,Ben Schoeman Airport,East London,South Africa,Africa/Johannesburg,2,U,800
ELT,HETR,El Tor Airport,El-tor,Egypt,Africa/Cairo,2,U,1137
ELU,DAUO,Guemar Airport,Guemar,Algeria,Africa/Algiers,1,N,5555
ELV,PAEL,Elfin Cove Seaplane Base,Elfin Cove,United States,America/Anchorage,-9,A,7136
ELY,KELY,Ely Airport Yelland Field,Ely,United States,America/Los_Angeles,-8,A,7075
EMA,EGNX,East Midlands Airport,East Midlands,United Kingdom,Europe/London,0,E,523
EMD,YEML,Emerald Airport,Emerald,Australia,Australia/Brisbane,10,O,3990
EME,EDWE,Emden Airport,Emden,Germany,Europe/Berlin,1,E,403
EMK,PAEM,Emmonak Airport,Emmonak,United States,America/Anchorage,-9,A,7087
EML,LSME,Emmen Air Base,Emmen,Switzerland,Europe/Zurich,1,E,1670
EMN,GQNI,Néma Airport,Nema,Mauritania,Africa/Nouakchott,0,N,1092
EMP,KEMP,Emporia Municipal Airport,Kempten,Germany,America/Chicago,-6,E,7792
ENA,PAEN,Kenai Municipal Airport,Kenai,United States,America/Anchorage,-9,A,3628
ENC,LFSN,Nancy-Essey Airport,Nancy,France,Europe/Paris,1,E,1431
END,KEND,Vance Air Force Base,Enid,United States,America/Chicago,-6,A,3510
ENE,WATE,Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia,Asia/Makassar,8,N,3914
ENF,EFET,Enontekio Airport,Enontekio,Finland,Europe/Helsinki,2,E,417
ENH,ZHES,Enshi Airport,Enshi,China,Asia/Shanghai,8,U,6358
ENK,EGAB,St Angelo Airport,Enniskillen,United Kingdom,Europe/London,0,E,466
ENS,EHTW,Twente Airport,Enschede,Netherlands,Europe/Amsterdam,1,E,593
ENT,PKMA,Eniwetok Airport,Eniwetok Atoll,Marshall Islands,Pacific/Majuro,12,U,5990
ENU,DNEN,Akanu Ibiam International Airport,Enugu,Nigeria,Africa/Lagos,1,N,264
ENV,KENV,Wendover Airport,Wendover,United States,America/Denver,-7,A,3451
ENW,KENW,Kenosha Regional Airport,Kenosha,United States,America/Chicago,-6,A,6878
ENY,ZLYA,Yan'an Ershilipu Airport,Yan'an,China,Asia/Shanghai,8,U,6367
EOH,SKMD,Enrique Olaya Herrera Airport,Medellin,Colombia,America/Bogota,-5,U,2729
EOI,EGED,Eday Airport,Eday,United Kingdom,Europe/London,0,E,5564
EOK,KEOK,Keokuk Municipal Airport,Keokuk,United States,America/Chicago,-6,A,8667
EOR,SVED,El Dorado Airport,El Dorado,Venezuela,America/Caracas,-4,U,2837
EOZ,SVEZ,Elorza Airport,Elorza,Venezuela,America/Caracas,-4,U,2838
EPA,SADP,El Palomar Airport,El Palomar,Argentina,America/Buenos_Aires,-3,N,2449
EPL,LFSG,Épinal-Mirecourt Airport,Epinal,France,Europe/Paris,1,E,1427
EPR,YESP,Esperance Airport,Esperance,Australia,Australia/Perth,8,O,6266
EPU,EEPU,Pärnu Airport,Parnu,Estonia,Europe/Tallinn,2,E,414
EQS,SAVE,Brigadier Antonio Parodi Airport,Esquel,Argentina,America/Catamarca,-3,N,2488
ERC,LTCD,Erzincan Airport,Erzincan,Turkey,Europe/Istanbul,3,E,1723
ERF,EDDE,Erfurt Airport,Erfurt,Germany,Europe/Berlin,1,E,339
ERG,UIKE,Yerbogachen Airport,Yerbogachen,Russia,Asia/Irkutsk,8,N,9805
ERH,GMFK,Moulay Ali Cherif Airport,Er-rachidia,Morocco,Africa/Casablanca,0,N,1068
ERI,KERI,Erie International Tom Ridge Field,Erie,United States,America/New_York,-5,A,4276
ERM,SSER,Erechim Airport,Erechim,Brazil,America/Sao_Paulo,-3,S,6477
ERN,SWEI,Eirunepé Airport,Eirunepe,Brazil,America/Boa_Vista,-4,S,8247
ERS,FYWE,Eros Airport,Windhoek,Namibia,Africa/Windhoek,1,S,5645
ERV,KERV,Kerrville Municipal Louis Schreiner Field,Kerrville,United States,America/Chicago,-6,A,7009
ERZ,LTCE,Erzurum International Airport,Erzurum,Turkey,Europe/Istanbul,3,E,1724
ESB,LTAC,Esenboğa International Airport,Ankara,Turkey,Europe/Istanbul,3,E,1682
ESC,KESC,Delta County Airport,Escanaba,United States,America/New_York,-5,A,6800
ESD,KORS,Orcas Island Airport,Eastsound,United States,America/Los_Angeles,-8,A,7083
ESE,MMES,Ensenada International Airport,Ensenada,Mexico,America/Tijuana,-8,S,1803
ESF,KESF,Esler Regional Airport,Alexandria,United States,America/Chicago,-6,A,3634
ESG,SGME,Dr. Luis Maria Argaña International Airport,Mariscal Estigarribia,Paraguay,America/Asuncion,-4,S,2703
ESH,EGKA,Shoreham Airport,Shoreham By Sea,United Kingdom,Europe/London,0,E,500
ESK,LTBI,Eskişehir Air Base,Eskisehir,Turkey,Europe/Istanbul,3,E,1705
ESL,URWI,Elista Airport,Elista,Russia,Europe/Moscow,3,N,6125
ESM,SETN,General Rivadeneira Airport,Esmeraldas,Ecuador,America/Guayaquil,-5,U,6047
ESN,KESN,Easton Newnam Field,Easton,United States,America/New_York,-5,A,7870
ESR,SCES,Ricardo García Posada Airport,El Salvador,Chile,America/Santiago,-4,S,6042
ESS,EDLE,Essen Mulheim Airport,Essen,Germany,Europe/Berlin,1,E,368
ESU,GMMI,Mogador Airport,Essadouira,Morocco,Africa/Casablanca,0,N,5671
ETH,LLET,Eilat Airport,Elat,Israel,Asia/Jerusalem,2,E,1594
ETR,SERO,Santa Rosa International Airport,Santa Rosa,Ecuador,America/Guayaquil,-5,U,2690
ETZ,LFJL,Metz-Nancy-Lorraine Airport,Metz,France,Europe/Paris,1,E,1320
EUA,NFTE,Kaufana Airport,Eua Island,Tonga,Pacific/Tongatapu,13,U,5879
EUF,KEUF,Weedon Field,Eufala,United States,America/Chicago,-6,A,9415
EUG,KEUG,Mahlon Sweet Field,Eugene,United States,America/Los_Angeles,-8,A,4099
EUM,EDHN,Neumünster Airport,Neumuenster,Germany,Europe/Berlin,1,E,9232
EUN,GMML,Hassan I Airport,El Aaiún,Western Sahara,Africa/El_Aaiun,0,N,5672
EUQ,RPVS,Evelio Javier Airport,San Jose,Philippines,Asia/Manila,8,N,2435
EUX,TNCE,F. D. Roosevelt Airport,Oranjestad,Netherlands Antilles,America/Curacao,-4,U,2898
EVE,ENEV,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,Europe/Oslo,1,E,641
EVG,ESND,Sveg Airport,Sveg,Sweden,Europe/Stockholm,1,E,714
EVN,UDYZ,Zvartnots International Airport,Yerevan,Armenia,Asia/Yerevan,4,E,3964
EVV,KEVV,Evansville Regional Airport,Evansville,United States,America/Chicago,-6,A,4018
EVW,KEVW,Evanston-Uinta County Airport-Burns Field,Evanston,United States,America/Denver,-7,A,9411
EVX,LFOE,Évreux-Fauville (BA 105) Air Base,Evreux,France,Europe/Paris,1,E,1370
EWB,KEWB,New Bedford Regional Airport,New Bedford,United States,America/New_York,-5,A,5737
EWK,KEWK,Newton City-County Airport,Newton,United States,America/Chicago,-6,A,9399
EWN,KEWN,Coastal Carolina Regional Airport,New Bern,United States,America/New_York,-5,A,3730
EWR,KEWR,Newark Liberty International Airport,Newark,United States,America/New_York,-5,A,3494
EXT,EGTE,Exeter International Airport,Exeter,United Kingdom,Europe/London,0,E,552
EYK,USHY,Beloyarskiy Airport,Beloyarsky,Russia,Asia/Yekaterinburg,5,N,8428
EYP,SKYP,El Yopal Airport,Yopal,Colombia,America/Bogota,-5,U,6055
EYW,KEYW,Key West International Airport,Key West,United States,America/New_York,-5,A,3875
EZE,SAEZ,Ministro Pistarini International Airport,Buenos Aires,Argentina,America/Buenos_Aires,-3,N,3988
EZS,LTCA,Elazığ Airport,Elazig,Turkey,Europe/Istanbul,3,E,1721
EZV,USHB,Berezovo Airport,Berezovo,Russia,Asia/Yekaterinburg,5,N,6424
FAA,GUFH,Faranah Airport,Faranah,Guinea,Africa/Conakry,0,N,1100
FAB,EGLF,Farnborough Airport,Farnborough,United Kingdom,Europe/London,0,E,504
FAE,EKVG,Vagar Airport,Vagar,Faroe Islands,Atlantic/Faeroe,0,E,625
FAF,KFAF,Felker Army Air Field,Fort Eustis,United States,America/New_York,-5,A,3518
FAI,PAFA,Fairbanks International Airport,Fairbanks,United States,America/Anchorage,-9,A,3832
FAJ,TJFA,Diego Jimenez Torres Airport,Fajardo,Puerto Rico,America/Puerto_Rico,-4,U,2886
FAN,ENLI,Lista Airport,Farsund,Norway,Europe/Oslo,1,E,650
FAO,LPFR,Faro Airport,Faro,Portugal,Europe/Lisbon,0,E,1626
FAR,KFAR,Hector International Airport,Fargo,United States,America/Chicago,-6,A,4292
FAT,KFAT,Fresno Yosemite International Airport,Fresno,United States,America/Los_Angeles,-8,A,3687
FAV,NTGF,Fakarava Airport,Fakarava,French Polynesia,Pacific/Tahiti,-10,U,1977
FAY,KFAY,Fayetteville Regional Grannis Field,Fayetteville,United States,America/New_York,-5,A,5738
FAZ,OISF,Fasa Airport,Fasa,Iran,Asia/Tehran,3.5,E,2153
FBA,SWOB,Fonte Boa Airport,Fonte Boa,Brazil,America/Boa_Vista,-4,S,8255
FBD,OAFZ,Fayzabad Airport,Faizabad,Afghanistan,Asia/Kabul,4.5,U,5922
FBE,SSFB,Francisco Beltrão Airport,Francisco Beltrao,Brazil,America/Sao_Paulo,-3,S,8249
FBG,KFBG,Simmons Army Air Field,Fredericksburg,United States,America/New_York,-5,A,8412
FBK,PAFB,Ladd AAF Airfield,Fort Wainwright,United States,America/Anchorage,-9,A,3882
FBM,FZQA,Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),Africa/Lubumbashi,2,U,1038
FBR,KFBR,Fort Bridger Airport,Fort Bridger,United States,America/Denver,-7,A,9406
FBU,ENFB,"Oslo, Fornebu Airport",Oslo,Norway,Europe/Oslo,1,E,4351
FCA,KGPI,Glacier Park International Airport,Kalispell,United States,America/Denver,-7,A,4127
FCB,FAFB,Ficksburg Sentraoes Airport,Ficksburg,South Africa,Africa/Johannesburg,2,U,802
FCM,KFCM,Flying Cloud Airport,Eden Prairie,United States,America/Chicago,-6,A,9226
FCN,ETMN,Nordholz Naval Airbase,Nordholz,Germany,Europe/Berlin,1,E,767
FCO,LIRF,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,Europe/Rome,1,E,1555
FCS,KFCS,Butts AAF (Fort Carson) Air Field,Fort Carson,United States,America/Denver,-7,A,3503
FDF,TFFF,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,America/Martinique,-4,U,2878
FDH,EDNY,Friedrichshafen Airport,Friedrichshafen,Germany,Europe/Berlin,1,E,382
FDO,SADF,San Fernando Airport,San Fernando,Argentina,America/Buenos_Aires,-3,N,2445
FDU,FZBO,Bandundu Airport,Bandoundu,Congo (Kinshasa),Africa/Kinshasa,1,N,1024
FDY,KFDY,Findlay Airport,Findley,United States,America/New_York,-5,U,7778
FEG,UTKF,Fergana International Airport,Fergana,Uzbekistan,Asia/Samarkand,5,U,6149
FEL,ETSF,Fürstenfeldbruck Air Base,Fuerstenfeldbruck,Germany,Europe/Berlin,1,E,784
FEN,SBFN,Fernando de Noronha Airport,Fernando Do Noronha,Brazil,America/Fortaleza,-3,S,2556
FEZ,GMFF,Saïss Airport,Fes,Morocco,Africa/Casablanca,0,N,1066
FFA,KFFA,First Flight Airport,Kill Devil Hills,United States,America/New_York,-5,A,7523
FFD,EGVA,RAF Fairford,Fairford,United Kingdom,Europe/London,0,E,560
FFO,KFFO,Wright-Patterson Air Force Base,Dayton,United States,America/New_York,-5,A,3763
FFT,KFFT,Capital City Airport,Frankfort,United States,America/New_York,-5,A,8631
FFU,SCFT,Futaleufú Airport,Futaleufu,Chile,America/Santiago,-4,S,2653
FGI,NSFI,Fagali'i Airport,Apia,Samoa,Pacific/Apia,13,U,4290
FGU,NTGB,Fangatau Airport,Fangatau,French Polynesia,Pacific/Tahiti,-10,U,1974
FHU,KFHU,Sierra Vista Municipal Libby Army Air Field,Fort Huachuca,United States,America/Phoenix,-7,A,3601
FIE,EGEF,Fair Isle Airport,Fair Isle,United Kingdom,Europe/London,0,E,5565
FIG,GUFA,Fria Airport,Fira,Guinea,Africa/Conakry,0,N,1099
FIH,FZAA,Ndjili International Airport,Kinshasa,Congo (Kinshasa),Africa/Kinshasa,1,N,1020
