iata,icao,name,city,country,timezone,utc_offset_hours,dst,openflights_id
AVX,KAVX,Catalina Airport,Catalina Island,United States,America/Los_Angeles,-8,A,7025
AWA,HALA,Awassa Airport,Awasa,Ethiopia,Africa/Addis_Ababa,3,U,7416
AWD,NVVB,Aniwa Airport,Aniwa,Vanuatu,Pacific/Efate,11,U,5915
AWK,PWAK,Wake Island Airfield,Wake island,Wake Island,Pacific/Johnston,-10,U,7674
AWZ,OIAW,Ahwaz Airport,Ahwaz,Iran,Asia/Tehran,3.5,E,2104
AXA,TQPF,Clayton J Lloyd International Airport,The Valley,Anguilla,America/Anguilla,-4,U,2900
AXD,LGAL,Dimokritos Airport,Alexandroupolis,Greece,Europe/Athens,2,E,1446
AXJ,RJDA,Amakusa Airport,Amakusa,Japan,Asia/Tokyo,9,U,7550
AXK,OYAT,Ataq Airport,Ataq,Yemen,Asia/Aden,3,U,3978
AXM,SKAR,El Eden Airport,Armenia,Colombia,America/Bogota,-5,U,2705
AXP,MYAP,Spring Point Airport,Spring Point,Bahamas,America/Nassau,-5,U,1932
AXR,NTGU,Arutua Airport,Arutua,French Polynesia,Pacific/Tahiti,-10,U,1984
AXT,RJSK,Akita Airport,Akita,Japan,Asia/Tokyo,9,U,2345
AXU,HAAX,Axum Airport,Axum,Ethiopia,Africa/Addis_Ababa,3,U,1110
AYK,UAUR,Arkalyk North Airport,Arkalyk,Kazakhstan,Asia/Qyzylorda,6,U,7131
AYO,SGAY,Juan De Ayolas Airport,Ayolas,Paraguay,America/Asuncion,-4,S,2700
AYP,SPHO,Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,Peru,America/Lima,-5,U,2786
AYQ,YAYE,Ayers Rock Connellan Airport,Uluru,Australia,Australia/Darwin,9.5,N,4010
AYT,LTAI,Antalya International Airport,Antalya,Turkey,Europe/Istanbul,3,E,1688
AZA,KIWA,Phoenix-Mesa-Gateway Airport,Mesa,United States,America/Phoenix,-7,N,6505
AZD,OIYY,Shahid Sadooghi Airport,Yazd,Iran,Asia/Tehran,3.5,E,2164
AZI,OMAD,Bateen Airport,Abu Dhabi,United Arab Emirates,Asia/Dubai,4,U,2180
AZN,UTKA,Andizhan Airport,Andizhan,Uzbekistan,Asia/Samarkand,5,U,6148
AZO,KAZO,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,America/New_York,-5,A,4039
AZR,DAUA,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,Africa/Algiers,1,N,234
AZS,MDCY,Samaná El Catey International Airport,Samana,Dominican Republic,America/Santo_Domingo,-4,U,5810
BAB,KBAB,Beale Air Force Base,Marysville,United States,America/Los_Angeles,-8,A,3638
BAD,KBAD,Barksdale Air Force Base,Shreveport,United States,America/Chicago,-6,A,3842
BAF,KBAF,Westfield-Barnes Regional Airport,Westfield,United States,America/New_York,-5,A,8281
BAG,RPUB,Loakan Airport,Baguio,Philippines,Asia/Manila,8,N,2405
BAH,OBBI,Bahrain International Airport,Bahrain,Bahrain,Asia/Bahrain,3,U,2057
BAI,MRBA,Buenos Aires Airport,Buenos Aires,Costa Rica,America/Costa_Rica,-6,U,1872
BAL,LTCJ,Batman Airport,Batman,Turkey,Europe/Istanbul,3,E,1729
BAQ,SKBQ,Ernesto Cortissoz International Airport,Barranquilla,Colombia,America/Bogota,-5,U,2710
BAS,AGGE,Ballalae Airport,Ballalae,Solomon Islands,Pacific/Guadalcanal,11,U,5406
BAU,SBBU,Bauru Airport,Bauru,Brazil,America/Sao_Paulo,-3,S,2532
BAV,ZBOW,Baotou Airport,Baotou,China,Asia/Shanghai,8,U,6346
BAX,UNBB,Barnaul Airport,Barnaul,Russia,Asia/Krasnoyarsk,7,N,2956
BAY,LRBM,Tautii Magheraus Airport,Baia Mare,Romania,Europe/Bucharest,2,E,1649
BAZ,SWBC,Barcelos Airport,Barcelos,Brazil,America/Boa_Vista,-4,S,7399
BBA,SCBA,Balmaceda Airport,Balmaceda,Chile,America/Santiago,-4,S,2642
BBG,NGTU,Butaritari Atoll Airport,Butaritari,Kiribati,Pacific/Tarawa,12,U,7597
BBH,EDBH,Barth Airport,Barth,Germany,Europe/Berlin,1,E,329
BBI,VEBS,Biju Patnaik Airport,Bhubaneswar,India,Asia/Calcutta,5.5,N,3042
BBJ,EDRB,Bitburg Airport,Birburg,Germany,Europe/Berlin,1,U,8862
BBK,FBKE,Kasane Airport,Kasane,Botswana,Africa/Gaborone,2,U,879
BBL,YLLE,Ballera Airport,Ballera,Australia,Australia/Brisbane,10,N,7129
BBM,VDBG,Battambang Airport,Battambang,Cambodia,Asia/Phnom_Penh,7,U,6171
BBN,WBGZ,Bario Airport,Bario,Malaysia,Asia/Kuala_Lumpur,8,N,6220
BBO,HCMI,Berbera Airport,Berbera,Somalia,Africa/Mogadishu,3,U,1122
BBP,EGHJ,Bembridge Airport,Bembridge,United Kingdom,Europe/London,0,E,7805
BBQ,TAPH,Codrington Airport,Codrington,Antigua and Barbuda,America/Antigua,-4,U,6074
BBR,TFFB,Baillif Airport,Basse Terre,Guadeloupe,America/Guadeloupe,-4,U,6076
BBS,EGLK,Blackbushe Airport,Blackbushe,United Kingdom,Europe/London,0,E,506
BBT,FEFT,Berbérati Airport,Berberati,Central African Republic,Africa/Bangui,1,N,889
BBU,LRBS,Băneasa International Airport,Bucharest,Romania,Europe/Bucharest,2,E,1650
BBX,KLOM,Wings Field,Philadelphia,United States,America/New_York,-5,A,8504
BCA,MUBA,Gustavo Rizo Airport,Baracoa Playa,Cuba,America/Havana,-5,U,1898
BCD,RPVB,Bacolod-Silay Airport,Bacolod,Philippines,Asia/Manila,8,N,2423
BCE,KBCE,Bryce Canyon Airport,Bryce Canyon,United States,America/Denver,-7,A,7857
BCH,WPEC,Cakung Airport,Baucau,East Timor,Asia/Dili,9,U,3311
BCI,YBAR,Barcaldine Airport,Barcaldine,Australia,Australia/Brisbane,10,O,6238
BCL,MRBC,Barra del Colorado Airport,Pococi,Costa Rica,America/Costa_Rica,-6,U,5843
BCM,LRBC,Bacău Airport,Bacau,Romania,Europe/Bucharest,2,E,1648
BCN,LEBL,Barcelona International Airport,Barcelona,Spain,Europe/Madrid,1,E,1218
BCO,HABC,Baco Airport,Baco,Ethiopia,Africa/Addis_Ababa,3,U,5676
BCT,KBCT,Boca Raton Airport,Boca Raton,United States,America/New_York,-5,A,3831
BDA,TXKF,L.F. Wade International International Airport,Bermuda,Bermuda,Atlantic/Bermuda,-4,A,4069
BDB,YBUD,Bundaberg Airport,Bundaberg,Australia,Australia/Brisbane,10,O,4218
BDD,YBAU,Badu Island Airport,Badu Island,Australia,Australia/Brisbane,10,O,6239
BDE,KBDE,Baudette International Airport,Baudette,United States,America/Chicago,-6,A,3662
BDH,OIBL,Bandar Lengeh Airport,Bandar Lengeh,Iran,Asia/Tehran,3.5,E,2110
BDJ,WAOO,Syamsudin Noor Airport,Banjarmasin,Indonesia,Asia/Makassar,8,N,3908
BDL,KBDL,Bradley International Airport,Windsor Locks,United States,America/New_York,-5,A,3825
BDM,LTBG,Bandırma Airport,Bandirma,Turkey,Europe/Istanbul,3,E,1703
BDN,OPTH,Talhar Airport,Talhar,Pakistan,Asia/Karachi,5,N,2230
BDO,WICC,Husein Sastranegara International Airport,Bandung,Indonesia,Asia/Jakarta,7,N,3896
BDP,VNCG,Bhadrapur Airport,Chandragarhi,Nepal,Asia/Katmandu,5.75,N,6180
BDQ,VABO,Vadodara Airport,Baroda,India,Asia/Calcutta,5.5,N,3001
BDR,KBDR,Igor I Sikorsky Memorial Airport,Stratford,United States,America/New_York,-5,A,3579
BDS,LIBR,Brindisi – Salento Airport,Brindisi,Italy,Europe/Rome,1,E,1506
BDT,FZFD,Gbadolite Airport,Gbadolite,Congo (Kinshasa),Africa/Kinshasa,1,N,1027
BDU,ENDU,Bardufoss Airport,Bardufoss,Norway,Europe/Oslo,1,E,640
BEB,EGPL,Benbecula Airport,Benbecula,United Kingdom,Europe/London,0,E,538
BEC,KBEC,Beech Factory Airport,Wichita,United States,America/Chicago,-6,A,8804
BED,KBED,Laurence G Hanscom Field,Bedford,United States,America/New_York,-5,A,3425
BEF,MNBL,Bluefields Airport,Bluefields,Nicaragua,America/Managua,-6,U,1860
BEG,LYBE,Belgrade Nikola Tesla Airport,Belgrade,Serbia,Europe/Belgrade,1,E,1739
BEI,HABE,Beica Airport,Beica,Ethiopia,Africa/Addis_Ababa,3,U,5677
BEJ,WALK,Kalimarau Airport,Tanjung Redep-Borneo Island,Indonesia,Asia/Makassar,8,N,6209
BEK,VIBY,Bareilly Air Force Station,Bareilly,India,Asia/Calcutta,5.5,N,3088
BEL,SBBE,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,America/Belem,-3,S,2526
BEM,GMMD,Beni Mellal Airport,Beni Mellal,Morocco,Africa/Casablanca,0,E,9819
BEN,HLLB,Benina International Airport,Benghazi,Libya,Africa/Tripoli,2,N,1154
BEO,YPEC,Lake Macquarie Airport,Lake Macquarie,Australia,Australia/Sydney,10,O,9065
BEP,VOBI,Bellary Airport,Bellary,India,Asia/Calcutta,5.5,N,3132
BEQ,EGXH,RAF Honington,Honington,United Kingdom,Europe/London,0,E,569
BES,LFRB,Brest Bretagne Airport,Brest,France,Europe/Paris,1,E,1403
BET,PABE,Bethel Airport,Bethel,United States,America/Anchorage,-9,A,3599
BEU,YBIE,Bedourie Airport,Bedourie,Australia,Australia/Brisbane,10,O,6243
BEV,LLBS,Beersheba (Teyman) Airport,Beer-sheba,Israel,Asia/Jerusalem,2,E,1591
BEW,FQBR,Beira Airport,Beira,Mozambique,Africa/Maputo,2,U,974
BEX,EGUB,RAF Benson,Benson,United Kingdom,Europe/London,0,E,555
BEY,OLBA,Beirut Rafic Hariri International Airport,Beirut,Lebanon,Asia/Beirut,2,E,2177
BEZ,NGBR,Beru Airport,Beru Island,Kiribati,Pacific/Tarawa,12,U,7595
BFD,KBFD,Bradford Regional Airport,Bradford,United States,America/New_York,-5,A,5722
BFE,EDLI,Bielefeld Airport,Bielefeld,Germany,Europe/Berlin,1,E,369
BFF,KBFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,America/Denver,-7,A,5723
BFH,SBBI,Bacacheri Airport,Curitiba,Brazil,America/Sao_Paulo,-3,S,2529
BFI,KBFI,Boeing Field King County International Airport,Seattle,United States,America/Los_Angeles,-8,A,3726
BFJ,ZUBJ,Bijie Feixiong Airport,Bijie,China,Asia/Shanghai,8,N,9025
BFK,KBKF,Buckley Air Force Base,Buckley,United States,America/Denver,-7,A,3567
BFL,KBFL,Meadows Field,Bakersfield,United States,America/Los_Angeles,-8,A,3558
BFM,KBFM,Mobile Downtown Airport,Mobile,United States,America/Chicago,-6,A,3452
BFN,FABL,Bram Fischer International Airport,Bloemfontein,South Africa,Africa/Johannesburg,2,U,794
BFO,FVCZ,Buffalo Range Airport,Chiredzi,Zimbabwe,Africa/Harare,2,U,1003
BFP,KBVI,Beaver County Airport,Beaver Falls,United States,America/New_York,-5,A,8790
BFS,EGAA,Belfast International Airport,Belfast,United Kingdom,Europe/London,0,E,465
BFT,KARW,Beaufort County Airport,Beaufort,United States,America/New_York,-5,A,3769
BFV,VTUO,Buri Ram Airport,Buri Ram,Thailand,Asia/Bangkok,7,U,4133
BFW,DAOS,Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,Africa/Algiers,1,N,232
BFX,FKKU,Bafoussam Airport,Bafoussam,Cameroon,Africa/Douala,1,N,902
BGA,SKBG,Palonegro Airport,Bucaramanga,Colombia,America/Bogota,-5,U,2708
BGC,LPBG,Bragança Airport,Braganca,Portugal,Europe/Lisbon,0,E,1618
BGE,KBGE,Decatur County Industrial Air Park,Bainbridge,United States,America/New_York,-5,A,8215
BGF,FEFF,Bangui M'Poko International Airport,Bangui,Central African Republic,Africa/Bangui,1,N,888
BGG,LTCU,Bingöl Çeltiksuyu Airport,Bingol,Turkey,Europe/Istanbul,3,E,9272
BGI,TBPB,Sir Grantley Adams International Airport,Bridgetown,Barbados,America/Barbados,-4,U,2875
BGM,KBGM,Greater Binghamton/Edwin A Link field,Binghamton,United States,America/New_York,-5,A,4129
BGO,ENBR,Bergen Airport Flesland,Bergen,Norway,Europe/Oslo,1,E,636
BGR,KBGR,Bangor International Airport,Bangor,United States,America/New_York,-5,A,3463
BGW,ORBI,Baghdad International Airport,Baghdad,Iraq,Asia/Baghdad,3,U,4130
BGX,SBBG,Comandante Gustavo Kraemer Airport,Bage,Brazil,America/Sao_Paulo,-3,S,2527
BGY,LIME,Il Caravaggio International Airport,Bergamo,Italy,Europe/Rome,1,E,1525
BGZ,LPBR,Braga Municipal Aerodrome,Braga,Portugal,Europe/Lisbon,0,E,1620
BHB,KBHB,Hancock County-Bar Harbor Airport,Bar Harbor,United States,America/New_York,-5,A,4025
BHD,EGAC,George Best Belfast City Airport,Belfast,United Kingdom,Europe/London,0,E,467
BHE,NZWB,Woodbourne Airport,Woodbourne,New Zealand,Pacific/Auckland,12,Z,2037
BHG,MHBL,Brus Laguna Airport,Brus Laguna,Honduras,America/Tegucigalpa,-6,U,6774
BHH,OEBH,Bisha Airport,Bisha,Saudi Arabia,Asia/Riyadh,3,U,2062
BHI,SAZB,Comandante Espora Airport,Bahia Blanca,Argentina,America/Buenos_Aires,-3,N,2501
BHJ,VABJ,Bhuj Airport,Bhuj,India,Asia/Calcutta,5.5,N,2999
BHK,UTSB,Bukhara Airport,Bukhara,Uzbekistan,Asia/Samarkand,5,U,2980
BHM,KBHM,Birmingham-Shuttlesworth International Airport,Birmingham,United States,America/Chicago,-6,A,3811
BHN,OYBN,Beihan Airport,Beihan,Yemen,Asia/Aden,3,U,3982
BHO,VABP,Raja Bhoj International Airport,Bhopal,India,Asia/Calcutta,5.5,N,3002
BHP,VNBJ,Bhojpur Airport,Bhojpur,Nepal,Asia/Katmandu,5.75,N,4171
BHQ,YBHI,Broken Hill Airport,Broken Hill,Australia,Australia/Adelaide,9.5,O,6241
BHR,VNBP,Bharatpur Airport,Bharatpur,Nepal,Asia/Katmandu,5.75,N,6179
BHS,YBTH,Bathurst Airport,Bathurst,Australia,Australia/Sydney,10,O,6249
BHU,VABV,Bhavnagar Airport,Bhaunagar,India,Asia/Calcutta,5.5,N,3003
BHV,OPBW,Bahawalpur Airport,Bahawalpur,Pakistan,Asia/Karachi,5,N,5939
BHW,OPBG,Bhagatanwala Airport,Bhagtanwala,Pakistan,Asia/Karachi,5,N,2197
BHX,EGBB,Birmingham International Airport,Birmingham,United Kingdom,Europe/London,0,E,469
BHY,ZGBH,Beihai Airport,Beihai,China,Asia/Shanghai,8,U,6351
BIA,LFKB,Bastia-Poretta Airport,Bastia,France,Europe/Paris,1,E,1321
BID,KBID,Block Island State Airport,Block Island,United States,America/New_York,-5,A,8195
BIF,KBIF,Biggs Army Air Field (Fort Bliss),El Paso,United States,America/Denver,-7,A,3595
BIG,PABI,Allen Army Airfield,Delta Junction,United States,America/Anchorage,-9,A,3475
BIK,WABB,Frans Kaisiepo Airport,Biak,Indonesia,Asia/Jayapura,9,N,3241
BIL,KBIL,Billings Logan International Airport,Billings,United States,America/Denver,-7,A,4021
BIM,MYBS,South Bimini Airport,Alice Town,Bahamas,America/Nassau,-5,U,1937
BIN,OABN,Bamiyan Airport,Bamyan,Afghanistan,Asia/Kabul,4.5,N,8825
BIO,LEBB,Bilbao Airport,Bilbao,Spain,Europe/Madrid,1,E,1216
BIQ,LFBZ,Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,France,Europe/Paris,1,E,1280
BIR,VNVT,Biratnagar Airport,Biratnagar,Nepal,Asia/Katmandu,5.75,N,3129
BIS,KBIS,Bismarck Municipal Airport,Bismarck,United States,America/Chicago,-6,A,4083
BIU,BIBD,Bildudalur Airport,Bildudalur,Iceland,Atlantic/Reykjavik,0,N,7464
BIX,KBIX,Keesler Air Force Base,Biloxi,United States,America/Chicago,-6,A,3538
BIY,FABE,Bisho Airport,Bisho,South Africa,Africa/Johannesburg,2,U,793
BJA,DAAE,Soummam Airport,Bejaja,Algeria,Africa/Algiers,1,N,209
BJB,OIMN,Bojnord Airport,Bojnourd,Iran,Asia/Tehran,3.5,E,5930
BJC,KBJC,Rocky Mountain Metropolitan Airport,Broomfield-CO,United States,America/Denver,-7,A,7822
BJF,ENBS,Båtsfjord Airport,Batsfjord,Norway,Europe/Oslo,1,E,637
BJH,VNBG,Bajhang Airport,Bajhang,Nepal,Asia/Katmandu,5.75,N,4187
BJI,KBJI,Bemidji Regional Airport,Bemidji,United States,America/Chicago,-6,A,4287
BJL,GBYD,Banjul International Airport,Banjul,Gambia,Africa/Banjul,0,N,1050
BJM,HBBA,Bujumbura International Airport,Bujumbura,Burundi,Africa/Bujumbura,2,U,1120
BJO,SLBJ,Bermejo Airport,Bermejo,Bolivia,America/La_Paz,-4,U,2758
BJP,SBBP,Estadual Arthur Siqueira Airport,Braganca Paulista,Brazil,America/Sao_Paulo,-3,S,9089
BJR,HABD,Bahir Dar Airport,Bahar Dar,Ethiopia,Africa/Addis_Ababa,3,U,1111
BJU,VNBR,Bajura Airport,Bajura,Nepal,Asia/Katmandu,5.75,N,9132
BJV,LTFE,Milas Bodrum International Airport,Bodrum,Turkey,Europe/Istanbul,3,E,4315
BJX,MMLO,Del Bajío International Airport,Del Bajio,Mexico,America/Mexico_City,-6,S,1815
BJZ,LEBZ,Badajoz Airport,Badajoz,Spain,Europe/Madrid,1,E,1219
BKA,UUBB,Bykovo Airport,Moscow,Russia,Europe/Moscow,3,N,4360
BKB,VIBK,Nal Airport,Bikaner,India,Asia/Calcutta,5.5,N,3082
BKC,PABL,Buckland Airport,Buckland,United States,America/Anchorage,-9,A,7178
BKD,KBKD,Stephens County Airport,Breckenridge,United States,America/Chicago,-6,A,4229
BKG,KBBG,Branson Airport,Branson,United States,America/Chicago,-6,A,6962
BKH,PHBK,Barking Sands Airport,Barking Sands,United States,Pacific/Honolulu,-10,A,3785
BKI,WBKK,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,Asia/Kuala_Lumpur,8,N,3269
BKK,VTBS,Suvarnabhumi Airport,Bangkok,Thailand,Asia/Bangkok,7,U,3885
BKL,KBKL,Burke Lakefront Airport,Cleveland,United States,America/New_York,-5,A,8544
BKM,WBGQ,Bakalalan Airport,Bakalalan,Malaysia,Asia/Kuala_Lumpur,8,N,6218
BKO,GABS,Modibo Keita International Airport,Bamako,Mali,Africa/Bamako,0,N,1044
BKQ,YBCK,Blackall Airport,Blackall,Australia,Australia/Brisbane,10,O,4217
BKS,WIPL,Fatmawati Soekarno Airport,Bengkulu,Indonesia,Asia/Jakarta,7,N,3288
BKW,KBKW,Raleigh County Memorial Airport,Beckley,United States,America/New_York,-5,A,5724
BKY,FZMA,Bukavu Kavumu Airport,Bukavu/kavumu,Congo (Kinshasa),Africa/Lubumbashi,2,U,1035
BKZ,HTBU,Bukoba Airport,Bukoba,Tanzania,Africa/Dar_es_Salaam,3,U,5703
BLA,SVBC,General José Antonio Anzoategui International Airport,Barcelona,Venezuela,America/Caracas,-4,U,2821
BLB,MPHO,Panama Pacific International Airport,Howard,Panama,America/Panama,-5,U,1868
BLE,ESSD,Borlange Airport,Borlange,Sweden,Europe/Stockholm,1,E,739
BLF,KBLF,Mercer County Airport,Bluefield,United States,America/New_York,-5,A,6128
BLG,WBGC,Belaga Airport,Belaga,Malaysia,Asia/Kuala_Lumpur,8,N,6214
BLH,KBLH,Blythe Airport,Blythe,United States,America/Los_Angeles,-8,A,4136
BLI,KBLI,Bellingham International Airport,Bellingham,United States,America/Los_Angeles,-8,A,3777
BLJ,DABT,Batna Airport,Batna,Algeria,Africa/Algiers,1,N,5552
BLK,EGNH,Blackpool International Airport,Blackpool,United Kingdom,Europe/London,0,E,514
BLL,EKBI,Billund Airport,Billund,Denmark,Europe/Copenhagen,1,E,608
BLQ,LIPE,Bologna Guglielmo Marconi Airport,Bologna,Italy,Europe/Rome,1,E,1538
BLR,VOBL,Kempegowda International Airport,Bangalore,India,Asia/Calcutta,5.5,N,3131
BLT,YBTR,Blackwater Airport,Blackwater,Australia,Australia/Brisbane,10,O,6250
BLV,KBLV,Scott AFB/Midamerica Airport,Belleville,United States,America/Chicago,-6,A,3790
BLZ,FWCL,Chileka International Airport,Blantyre,Malawi,Africa/Blantyre,2,U,1013
BMA,ESSB,Stockholm-Bromma Airport,Stockholm,Sweden,Europe/Stockholm,1,E,738
BMC,KBMC,Brigham City Regional Airport,Brigham City,United States,America/Denver,-7,A,6999
BMD,FMML,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,Madagascar,Indian/Antananarivo,3,U,5617
BME,YBRM,Broome International Airport,Broome,Australia,Australia/Perth,8,O,4319
BMG,KBMG,Monroe County Airport,Bloomington,United States,America/New_York,-5,A,7655
BMI,KBMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,America/Chicago,-6,A,4037
BMK,EDWR,Borkum Airport,Borkum,Germany,Europe/Berlin,1,E,406
BMM,FOOB,Bitam Airport,Bitam,Gabon,Africa/Libreville,1,N,966
BMO,VYBM,Banmaw Airport,Banmaw,Burma,Asia/Rangoon,6.5,U,6196
BMP,YBPI,Brampton Island Airport,Brampton Island,Australia,Australia/Brisbane,10,O,9068
BMT,KBMT,Beaumont Municipal Airport,Beaumont,United States,America/Chicago,-6,A,9190
BMU,WADB,Muhammad Salahuddin Airport,Bima,Indonesia,Asia/Makassar,8,N,3924
BMV,VVBM,Buon Ma Thuot Airport,Buonmethuot,Vietnam,Asia/Saigon,7,U,6187
BMW,DATM,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,Africa/Algiers,1,N,5554
BMX,PABM,Big Mountain Airport,Big Mountain,United States,America/Anchorage,-9,A,3431
BMY,NWWC,Île Art - Waala Airport,Waala,New Caledonia,Pacific/Noumea,11,U,5920
BNA,KBNA,Nashville International Airport,Nashville,United States,America/Chicago,-6,A,3690
BND,OIKB,Bandar Abbas International Airport,Bandar Abbas,Iran,Asia/Tehran,3.5,E,2134
BNE,YBBN,Brisbane International Airport,Brisbane,Australia,Australia/Brisbane,10,N,3320
BNI,DNBE,Benin Airport,Benin,Nigeria,Africa/Lagos,1,N,262
BNK,YBNA,Ballina Byron Gateway Airport,Ballina Byron Bay,Australia,Australia/Sydney,10,O,4291
BNN,ENBN,Brønnøysund Airport,Bronnoysund,Norway,Europe/Oslo,1,E,634
BNO,KBNO,Burns Municipal Airport,Burns,United States,America/Los_Angeles,-8,A,8135
BNP,OPBN,Bannu Airport,Bannu,Pakistan,Asia/Karachi,5,N,5938
BNS,SVBI,Barinas Airport,Barinas,Venezuela,America/Caracas,-4,U,2822
BNU,SSBL,Blumenau Airport,BLUMENAU,Brazil,America/Sao_Paulo,-3,S,8152
BNX,LQBK,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,Europe/Sarajevo,1,E,5794
BOA,FZAJ,Boma Airport,Boma,Congo (Kinshasa),Africa/Kinshasa,1,N,5646
BOB,NTTB,Bora Bora Airport,Bora Bora,French Polynesia,Pacific/Tahiti,-10,U,1989
BOC,MPBO,Bocas Del Toro International Airport,Bocas Del Toro,Panama,America/Panama,-5,U,1865
BOD,LFBD,Bordeaux-Mérignac Airport,Bordeaux,France,Europe/Paris,1,E,1264
BOG,SKBO,El Dorado International Airport,Bogota,Colombia,America/Bogota,-5,U,2709
BOH,EGHH,Bournemouth Airport,Bournemouth,United Kingdom,Europe/London,0,E,494
BOI,KBOI,Boise Air Terminal/Gowen Field,Boise,United States,America/Denver,-7,A,3495
BOJ,LBBG,Burgas Airport,Bourgas,Bulgaria,Europe/Sofia,2,E,1191
BOM,VABB,Chhatrapati Shivaji International Airport,Mumbai,India,Asia/Calcutta,5.5,N,2997
BON,TNCB,Flamingo International Airport,Kralendijk,Netherlands Antilles,America/Curacao,-4,U,2896
BOO,ENBO,Bodø Airport,Bodo,Norway,Europe/Oslo,1,E,635
BOR,LFSQ,Fontaine Airport,Belfort,France,Europe/Paris,1,E,9388
BOS,KBOS,General Edward Lawrence Logan International Airport,Boston,United States,America/New_York,-5,A,3448
BOU,LFLD,Bourges Airport,Bourges,France,Europe/Paris,1,E,1331
BOW,KBOW,Bartow Municipal Airport,Bartow,United States,America/New_York,-5,U,7621
BOY,DFOO,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,Africa/Ouagadougou,0,N,247
BPC,FKKV,Bamenda Airport,Bamenda,Cameroon,Africa/Douala,1,N,903
BPE,ZBDH,Qinhuangdao Beidaihe Airport,Bagan,Burma,Asia/Shanghai,8,U,4272
BPF,AGBT,Batuna Aerodrome,Batuna,Solomon Islands,Pacific/Guadalcanal,11,U,7620
BPG,SBBW,Barra do Garças Airport,Barra Do Garcas,Brazil,America/Campo_Grande,-4,S,2534
BPM,VOHY,Begumpet Airport,Hyderabad,India,Asia/Calcutta,5.5,N,3141
BPN,WALL,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,Asia/Makassar,8,N,3919
BPS,SBPS,Porto Seguro Airport,Porto Seguro,Brazil,America/Fortaleza,-3,S,4209
BPT,KBPT,Southeast Texas Regional Airport,Beaumont,United States,America/Chicago,-6,A,3612
BPX,ZUBD,Qamdo Bangda Airport,Bangda,China,Asia/Shanghai,8,U,6396
BPY,FMNQ,Besalampy Airport,Besalampy,Madagascar,Indian/Antananarivo,3,U,931
BQA,RPUR,Dr.Juan C. Angara Airport,Baler,Philippines,Asia/Manila,8,N,2415
BQB,YBLN,Busselton Regional Airport,Brusselton,Australia,Australia/Perth,8,O,9090
BQH,EGKB,London Biggin Hill Airport,Biggin Hill,United Kingdom,Europe/London,0,E,501
BQJ,UEBB,Batagay Airport,Batagay,Russia,Asia/Vladivostok,10,N,7357
BQK,KBQK,Brunswick Golden Isles Airport,Brunswick,United States,America/New_York,-5,A,5725
BQL,YBOU,Boulia Airport,Boulia,Australia,Australia/Brisbane,10,O,6248
BQN,TJBQ,Rafael Hernandez Airport,Aguadilla,Puerto Rico,America/Puerto_Rico,-4,U,2885
BQS,UHBB,Ignatyevo Airport,Blagoveschensk,Russia,Asia/Yakutsk,9,N,2926
